3.77736,2.580458,2.648988,3.23319,3.436656,2.392376,2.361,2.40389,2.17837,2.162856,2.421744,2.130698,2.083264
2.580458,4.035166,4.479966,2.87995,3.489304,2.502164,2.499288,2.382516,2.401008,2.271538,2.53527,2.247614,2.192594
2.648988,4.479966,4.277116,3.228124,4.02234,2.39387,2.411426,2.53446,2.371184,2.303416,2.569384,2.270512,2.224468
3.23319,2.87995,3.228124,4.185254,4.420146,2.595704,2.40578,2.517512,2.390744,2.242484,2.505268,2.210438,2.171468
3.436656,3.489304,4.02234,4.420146,6.430568,4.569782,4.104724,3.614484,3.55429,4.93399,5.206216,4.905618,4.849496
2.392376,2.502164,2.39387,2.595704,4.569782,4.48178,3.456716,3.165468,3.98639,2.005702,2.263724,1.965656,1.922366
2.361,2.499288,2.411426,2.40578,4.104724,3.456716,4.557936,5.100452,2.710574,2.026402,2.30736,2.01531,1.97488
2.40389,2.382516,2.53446,2.517512,3.614484,3.165468,5.100452,4.196632,3.170356,2.505258,2.2931,2.029602,1.986022
2.17837,2.401008,2.371184,2.390744,3.55429,3.98639,2.710574,3.170356,3.99603,2.89626,2.651764,1.902896,1.888164
2.162856,2.271538,2.303416,2.242484,4.93399,2.005702,2.026402,2.505258,2.89626,3.706766,3.018212,2.245328,1.73269
2.421744,2.53527,2.569384,2.505268,5.206216,2.263724,2.30736,2.2931,2.651764,3.018212,4.227444,3.029594,2.517882
2.130698,2.247614,2.270512,2.210438,4.905618,1.965656,2.01531,2.029602,1.902896,2.245328,3.029594,3.624358,2.195712
2.083264,2.192594,2.224468,2.171468,4.849496,1.922366,1.97488,1.986022,1.888164,1.73269,2.517882,2.195712,3.52071
